fullname,Сайт,Отчёт,Год отчёта,учащихся,Английский_егэ,,Французский_егэ,,Немецкий_егэ,,Русский_егэ,,География_егэ,,Обществознание_егэ,,Литература_егэ,,История_егэ,,Информатика_егэ,,Математика_егэ,,Химия_егэ,,Биология_егэ,,Физика_егэ,,address,lng,lat
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа с углубленным изучением английского языка № 1200""",http://sch1200.mskobr.ru,http://sch1200.mskobr.ru/report/,2015,,75,,,,,,72,,73,,60,,69,,59,,57,,52,,62,,66,,56,,,,
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 170 имени А.П. Чехова""",http://sch170uz.mskobr.ru,http://sch170uz.mskobr.ru/files/%20%D0%BE%D1%82%D1%87%D0%B5%D1%82%2014-15%20%D0%B3%D0%BE%D0%B4%20%D1%88%D0%BA%D0%BE%D0%BB%D0%B0%20%E2%84%96%20170.pdf,2015,,68,,,,,,62,,49,,50,,40,,45,,55,,40,,56,,57,,51,,,,
Государственное бюджетное образовательное учреждение города Москвы гимназия № 1544,http://gym1544sz.mskobr.ru,http://gym1544sz.mskobr.ru/files/samoobsledovanie-2.doc,2014,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2101 «Филёвский образовательный центр»,http://sch2101.mskobr.ru,http://sch2101.mskobr.ru/files/261/public_report_karpov_2013-2014.pdf,2014,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1210,http://sch1210sz.mskobr.ru,http://sch1210sz.mskobr.ru/files/%2B%D0%BE%D1%82%D1%87%D0%B5%D1%82%2B14-15.compressed.pdf,2015,,81,,,,,,78,,,,66,,66,,54,,54,,57,,82,,68,,61,,,,
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 1000""",http://sch1000.mskobr.ru,http://sch1000.mskobr.ru/files/documenti/Publichniy_dok/publichnyj_otchet_gbou_shkola_1000_1.pdf,2014,,62,,,,,,68,,,,57,,73,,38,,66,,46,,,,66,,52,,,,
"Государственное бюджетное образовательное учреждение города Москвы центр образования ""Технологии обучения""",http://cotg.mskobr.ru,http://cotg.mskobr.ru/files/publichn_otchet_14-15.pdf,2015,,62,,,,,,66,,,,55,,46,,67,,,,49,,,,,,66,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1416,http://sch1416sv.mskobr.ru,http://sch1416sv.mskobr.ru/files/%20%D0%BF%D0%BE%20%D1%81%D0%B0%D0%BC%D0%BE%D0%BE%D0%B1%D1%81%D0%BB%D0%B5%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8E%201416.pdf,2015,,67,,,,,,69,,54,,56,,51,,49,,48,,46,,53,,55,,51,,,,
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа с углубленным изучением английского языка № 1287""",http://sch1287s.mskobr.ru,http://sch1287s.mskobr.ru/files/%20%D1%81%D0%B0%D0%B9%D1%82%2017.07%D0%BD%D0%BE%D0%B2%D1%8B%D0%B9%20%D0%BF%D1%83%D0%B1%D0%BE%D1%82%D1%871287%282%29.pdf,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы открытая (сменная) общеобразовательная школа № 88,http://sch88c.mskobr.ru,http://sch88c.mskobr.ru/files/Publ_Doklad_Directora_2013-2014.pdf,2014,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Гимназия № 1540""",http://gymc1540.mskobr.ru,http://gymc1540.mskobr.ru/files/%D0%9F%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4.pdf,2014,,66.5,,72,,,,69.8,,71,,61.8,,64.8,,60.3,,55.5,,47.6,,57,,54.6,,56,,,,
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 2090""",http://sch2090uv.mskobr.ru,http://sch2090uv.mskobr.ru/report/,2014,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 705""",http://sch705sz.mskobr.ru,http://sch705sz.mskobr.ru/files/%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%20%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80%D0%B0%20%D1%88%D0%BA%D0%BE%D0%BB%D1%8B%20%D0%B7%D0%B0%202014-2015.pdf,2015,,60,,,,,,67,,,,49,,56,,60,,66,,47,,46,,56,,56,,,,
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 1151""",http://sch1151zg.mskobr.ru,http://sch1151zg.mskobr.ru/files/%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%20%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80%D0%B0%20%D1%88%D0%BA%D0%BE%D0%BB%D1%8B%202015%D0%B3%D0%BE%D0%B4%D0%B0%282%29.pdf,2015,,64,,,,,,71,,57,,56,,54,,50,,50,,53,,65,,57,,64,,,,
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 1298""",http://sch1298sz.mskobr.ru,http://sch1298sz.mskobr.ru/files/public_report_2014.pdf,2014,,72,,,,,,78,,,,64,,67,,67,,74,,61,,71,,78,,56,,,,
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 319""",http://sch319v.mskobr.ru,http://sch319v.mskobr.ru/files/%D0%9F%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4.pdf,2015,,79,,,,,,71,,50,,58,,59,,45,,50,,47,,57,,55,,55,,,,
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 345 имени А.С. Пушкина""",http://sch345.mskobr.ru,http://sch345.mskobr.ru/files/%20%D0%BE%D1%82%D0%BA%D1%80%D1%8B%D1%82%D1%8B%D0%B9%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4.%20%D0%98%D0%A2%D0%9E%D0%93%20docx.docx,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 2121 ""Образовательный комплекс имени Маршала Советского Союза С.К.Куркоткина""",http://sch2121.mskobr.ru,http://sch2121.mskobr.ru/report/,2014,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Муниципальное автономное общеобразовательное учреждение ""Гимназия имени Н.В. Пушкова""",http://gympushkova.mskobr.ru,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы центр образования № 1240,http://sch1240.mskobr.ru,http://sch1240.mskobr.ru/files/attach_files/publichnyj_doklad_2015.pdf,2015,,77,,,,,,71.4,,66,,58.9,,58.9,,54,,46.9,,45.6,,65,,57.9,,49,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 141,http://sch141s.mskobr.ru,http://sch141s.mskobr.ru/files/public_order_2015.pdf,2015,,73,,,,,,72,,57,,65,,62,,53,,34,,44,,68,,69,,53,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 544,http://sch544u.mskobr.ru,http://sch544u.mskobr.ru/files/%20%D0%B3%D0%BE%D0%B4%D0%B0.pps,2014,,72,,,,,,68,,71,,59,,80,,61,,65,,56,,59,,72,,52,,,,
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 618""",http://sch618zg.mskobr.ru,http://sch618zg.mskobr.ru/files/pd2015.pdf,2015,,,,,,,,69,,,,,,,,,,59,,,,,,,,,,,,
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа с углубленным изучением отдельных предметов № 1239""",http://coc1239.mskobr.ru,http://coc1239.mskobr.ru/files/20142015_otchet_o_realizacii_programmy_razvitiya_2_e_tap.doc,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 843""",http://sch843.mskobr.ru,http://sch843.mskobr.ru/files/Documents/publichni_otche/%D0%9F%D0%A3%D0%91%D0%9B%D0%98%D0%A7%D0%9D%D0%AB%D0%99%20%D0%9E%D0%A2%D0%A7%D0%95%D0%A2%2014-15.pdf,2015,,64,,,,,,73,,50,,67,,67,,49,,68,,51,,64,,65,,57,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного (английского) языка № 1207,http://sch1207u.mskobr.ru,http://sch1207u.mskobr.ru/files/%20%D0%94%D0%9E%D0%9A%D0%9B%D0%90%D0%94%20%20%28%D0%B2%D0%B5%D1%80%D1%81%D0%B8%D1%8F%2002.02.%202015%29.doc,2014,,76,,,,,,77,,,,60,,76,,61,,65,,50,,63,,64,,55,,,,
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 2000""",http://sch2000u.mskobr.ru/,http://sch2000u.mskobr.ru/files/samoanaliz-2014-15.pdf,2015,,,,,,,,73,,66,,57,,69,,53,,57,,54,,49,,50,,52,,,,
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа с углубленным изучением английского языка № 1315""",http://sch1315s.mskobr.ru,http://sch1315s.mskobr.ru/files/doklad_1315.pdf,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 630 ""лингвистический центр""",http://sch630.mskobr.ru,http://sch630.mskobr.ru/files/.%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%202015.docx,2015,,64.5,,,,,,69,,35,,56,,49,,59,,43,,45,,57,,55,,50,,,,
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 1741""",http://sch1741.mskobr.ru,http://sch1741.mskobr.ru/files/sosh_1741/documents/publichniy_otchet/publichnyj_otchet_o_deyatel_nosti_gbou_sosh_za_2013_-2014_uchebnyj_god.pdf,2014,,66.9,,90,,,,73.9,,0,,68,,62,,56,,62,,54.8,,75,,62,,55.2,,,,
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 236 имени Героя Советского Союза Г.И.Щедрина""",http://sch236s.mskobr.ru,http://sch236s.mskobr.ru/files/publichnyj_doklad_2014-2015_uchebnyj_god_236.doc,2015,,,,,,,,71,,89,,,,54,,,,,,,,64,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1375,http://sch1375u.mskobr.ru,http://sch1375u.mskobr.ru/files/rezultativnost/doklad-direktora-2015.pdf,2015,,68.3,,,,,,73,,42,,58,,62,,48,,53,,48,,54,,61,,54,,,,
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 185 имени Героя Советского Союза, Героя Социалистического Труда В.С.Гризодубовой""",http://sch185s.mskobr.ru,http://sch185s.mskobr.ru/files/PUBLIK_DOC.pdf,2015,,63,,,,,,72,,,,59,,61,,46,,66,,39,,73,,65,,51,,,,
Государственное бюджетное образовательное учреждение города Москвы гимназия № 1582,http://gym1582u.mskobr.ru,http://gym1582u.mskobr.ru/files/publichnyj_doklad.doc,2015,,85,,,,,,,,54,,66,,67,,71,,74,,,,59,,64,,69,,,,
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 1912 имени Бауыржана Момышулы""",http://sch1912zg.mskobr.ru,http://sch1912zg.mskobr.ru/files/%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%202014_2015%283%29.pdf,2015,,67.8,,,,,,73.9,,53,,58.3,,62.1,,57.5,,61.2,,51.9,,67.8,,63,,59.3,,,,
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Лицей № 1550""",http://lyc1550.mskobr.ru,http://lyc1550.mskobr.ru/files/%20%D0%BE%D1%82%D1%87%D0%B5%D1%82%20%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80%D0%B0%20%D0%BB%D0%B8%D1%86%D0%B5%D1%8F%201550%20%D0%B7%D0%B0%20%202014-15.pdf,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1018,http://sch1018.mskobr.ru,http://sch1018.mskobr.ru/files/dokuments/publik_otchet/publichn_otcheta_1018_za_2013-2014.pdf,2014,,67,,,,,,70,,62,,65,,60,,65,,74,,56,,66,,65,,49,,,,
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа с углубленным изучением математики № 1360""",http://sch1360v.mskobr.ru,http://sch1360v.mskobr.ru/report/,2014,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа с углубленным изучением английского языка № 2033""",http://sch2033v.mskobr.ru,http://sch2033v.mskobr.ru/files/publichnyj_doklad1415.doc,2015,,80,,,,,,74,,,,62,,,,61,,,,52,,83,,77,,63,,,,
