fullname,Сайт,Отчёт,Год отчёта,учащихся,Английский_егэ,,Французский_егэ,,Немецкий_егэ,,Русский_егэ,,География_егэ,,Обществознание_егэ,,Литература_егэ,,История_егэ,,Информатика_егэ,,Математика_егэ,,Химия_егэ,,Биология_егэ,,Физика_егэ,,address,lng,lat
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углублённым изучением отдельных предметов № 978»,http://sch978u.mskobr.ru/,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 967»,http://sch967.mskobr.ru/,http://sch967.mskobr.ru/report/,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное автономное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов «Шик 16»,http://schisv16.mskobr.ru/,http://schisv16.mskobr.ru/files/samoobsledovanie-deyatelynosti-v-2014-2015-uchebnom-godu.pdf,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранных языков № 1373»,http://sch1373v.mskobr.ru/,http://sch1373v.mskobr.ru/report/,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1945,http://sch1945uz.mskobr.ru/,http://sch1945uz.mskobr.ru/files/Publichniy%20otchet%202014-2015%202%20variant.pdf,2015,,75,,,,,,72,,,,59,,58,,55,,78,,52,,58,,64,,60,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 56 имени академика В.А.Легасова,http://sch56.mskobr.ru/,http://sch56.mskobr.ru/files/publichnyj_doklad.pdf,2014,,65.9,,,,,,65.9,,,,58.6,,57.1,,47.1,,54,,50.9,,57.1,,53.6,,51.1,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1996»,http://sch1996uv.mskobr.ru/,http://sch1996uv.mskobr.ru/files/%20Microsoft%20PowerPoint%20%281%29%282%29.pptx,2015,,,,,,,,65,,39,,50,,,,51,,,,37,,43,,43,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 896»,http://sch896u.mskobr.ru/,http://sch896u.mskobr.ru/files/publichnyj_doklad_2015_v_kratkom_izlozhenii_1.pdf,2015,,58,,,,,,69,,,,56,,,,50,,48,,49,,66,,64,,53,,,,
Государственное бюджетное образовательное учреждение города Москвы кадетская школа - интернат № 9 «Московский пансион государственных воспитанниц»,http://mpgv.mskobr.ru/,http://mpgv.mskobr.ru/files/%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%202014-2015.pdf,2015,,68,,,,,,72,,,,61,,78,,48,,46,,43,,62,,54,,34,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 37»,sch37.mskobr.ru,http://sch37.mskobr.ru/files/%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9_2014-15-4_201.pdf,2015,,63,,,,,,71,,,,59,,55,,51,,61,,55,,75,,67,,63,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 38,sch38.mskobr.ru,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 74,sch74.mskobr.ru,http://sch74.mskobr.ru/files/Dokymenti/%D0%A1%D0%B0%D0%BC%D0%BE%D0%BE%D0%B1%D1%81%D0%BB%D0%B5%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5.xlsx,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 590»,sch590z.mskobr.ru,http://sch590z.mskobr.ru/files/publichnyj_otchet_2013-2014%281%29.doc,2014,,69.4,,,,,,66.1,,,,67,,,,73.6,,52.3,,54.8,,51,,47.3,,44.5,,,,
Государственное бюджетное образовательное учреждение города Москвы специальная общеобразовательная школа № 1,schs1.mskobr.ru,http://schs1.mskobr.ru/files/%D0%9F%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%202014.doc,2014,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 547»,sch547u.mskobr.ru,http://sch547u.mskobr.ru/files/publichnyj_doklad_o_rezul_tatah_deyatel_nosti_gbou_shkoly_547_za_2014-2015_uchebnyj_god.pdf,2015,,58,,,,,,66,,,,52,,58,,53,,45,,42,,63,,46,,59,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 880,sch880u.mskobr.ru,http://sch880u.mskobr.ru/report/,2015,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 932,sch932u.mskobr.ru,http://sch932u.mskobr.ru/files/publ_doclad_2014-15.pdf,2015,,50,,,,,,62,,49,,56,,39,,46,,39,,39,,51,,48,,51,,,,
Государственное бюджетное образовательное учреждение города Москвы лицей № 1523,lycu1523.mskobr.ru,http://lycu1523.mskobr.ru/report/,2015,,79,,,,,,80,,,,68,,64,,66,,69,,74,,81,,80,,70,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1174,sch1174uz.mskobr.ru,http://sch1174uz.mskobr.ru/files/publichnyj_otchet_2013-2014_01.pdf,2014,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2016,schu2016.mskobr.ru,http://schu2016.mskobr.ru/files/publichnyj_doklad_direktora_2014-2015_ech_god.pdf,2015,,,,,,,,68,,,,54,,47,,47,,25,,34,,76,,69,,54,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2017,sch2017u.mskobr.ru,http://sch2017u.mskobr.ru/files/pdf/doklad_2013-2014.pdf,2014,,53.5,,,,,,62,,,,55.3,,73.3,,55.5,,37.3,,37.5,,46,,57.9,,39.6,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1432 «Новая школа»,sch1432.mskobr.ru,http://sch1432.mskobr.ru/files/publichnyj_doklad_rukovoditelya_kukolevoj_e.doc,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1471,sch1471.mskobr.ru,http://sch1471.mskobr.ru/files/publichnyj_doklad_2015_-_14711.pdf,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы центр образования № 1483,cov1483.mskobr.ru,http://cov1483.mskobr.ru/files/2014-2015.pdf,2015,,47,,,,,,69,,53,,60,,52,,,,,,44,,63,,,,48,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 484 имени дважды Героя Советского Союза В.И.Попкова,sch484uv-new.mskobr.ru,http://sch484uv-new.mskobr.ru/report/,2014,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 338,sch338uv.mskobr.ru,http://sch338uv.mskobr.ru/files/%202013-2014-1%286%29.docx,2014,,39,,,,,,53,,67,,53,,,,,,,,35,,39,,62,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 479 имени дважды Героя Советского Союза Маршала В.И. Чуйкова,sch479uv.mskobr.ru,http://sch479uv.mskobr.ru/files/Pub.pdf,2015,,64,,,,,,,,,,53,,62,,73,,47,,,,39,,49,,45,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 519,sch519uv.mskobr.ru,http://spectr.mskobr.ru/files/otchetu/pupdoklspectr2014-2015.pdf,2015,,60,,,,,,68,,,,57,,57,,42.5,,58,,49.5,,,,52,,58,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным татарским компонентом образования № 1186 имени Мусы Джалиля,schuve1186.mskobr.ru,http://schuve1186.mskobr.ru/files/%D0%9F%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9_%D0%BE%D1%82%D1%87%D0%B5%D1%82_%D0%93%D0%91%D0%9E%D0%A3_%D0%A1%D0%9E%D0%A8_%E2%84%96_1186_2014_2015%D1%83%D1%87.%D0%B3%D0%BE%D0%B4.pdf,2015,,62,,,,,,75,,,,58,,,,43,,43,,45,,75,,78,,38,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 51»,sch51uz.mskobr.ru,http://sch51uz.mskobr.ru/files/publichnyj_otchet_za_2014-2015_uchebnyj_god.pdf,2015,,74,,,,,,66,,47,,51,,64,,43,,56,,45,,59,,55,,61,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1366,sch1366uv.mskobr.ru,http://sch1366uv.mskobr.ru/files/%20%D0%BE%D1%82%D1%87%D1%91%D1%82%202015%20%D0%9C-1.pdf,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением предметов социального профиля № 1386,sch1386.mskobr.ru,http://sch1386.mskobr.ru/report/,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1423,sch1423uv.mskobr.ru,http://sch1423uv.mskobr.ru/files/pub_doc_1314.pdf,2014,,76.7,,,,,,64.7,,82,,56.7,,,,38.3,,76.5,,57.8,,58,,67.4,,60.2,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» № 1065,schuz1065.mskobr.ru,http://schuz1065.mskobr.ru/files/publichnyj_otchet_za_2014-2015.pdf,2015,,66,,,,,,73,,,,60,,,,54,,48,,45,,56,,58,,45,,,,
Государственное бюджетное образовательное учреждение города Москвы кадетская школа-интернат № 7 «Московский казачий кадетский корпус» имени М.А. Шолохова,schuvi7.mskobr.ru,http://schuvi7.mskobr.ru/files/%20%D0%BE%D1%82%D1%87%D0%B5%D1%82%20%D0%B7%D0%B0%202014-2015.pdf,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы центр образования № 1311 «Тхия»,couz1311.mskobr.ru,http://couz1311.mskobr.ru//files/pub_otchet_2013_2014.pdf,2014,,73,,,,,,66,,,,68,,,,59,,54,,43,,77,,77,,44,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 89 имени А.П. Маресьева,sch89sz.mskobr.ru,http://sch89sz.mskobr.ru/files/pddsh-2014-2015-2408.doc,2015,,53,,,,,,64,,,,54,,,,38,,57,,48,,64,,,,68,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1155,sch1155sz.mskobr.ru,http://sch1155sz.mskobr.ru/files/samoobsledovanie-gbou-sosh-1155.pdf,2013,,50,,,,,,65,,,,50.3,,,,33.3,,44,,48,,49,,55.2,,48,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1190,sch1190sz.mskobr.ru,http://st.educom.ru//eduoffices/gateways/get_file.php?id={5130F878-4508-4AAE-ADD4-7DD5A8551C3D}&name=otchet-o-rezulytatah-samoobsledovaniya-2015-(2).pdf,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением предметов художественно-эстетического цикла средствами театрального искусства № 123»,schuc123.mskobr.ru,http://schuc123.mskobr.ru/files/%D0%9F%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%20%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80%D0%B0%202013-2014(1).docx,2014,,61,,,,,,70,,,,60,,59,,57,,,,44,,,,59,,41,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением восточных языков № 2042 имени Лазаревых,schuuz2042.mskobr.ru,http://schuuz2042.mskobr.ru/files/%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%20%D0%B7%D0%B0%202014-2015%20%D1%83%D1%87%D0%B5%D0%B1%D0%BD%D1%8B%D0%B9%20%D0%B3%D0%BE%D0%B4.pdf,2015,,80,,,,,,69,,,,57,,49,,62,,,,27,,58,,71,,41,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1331,sch1331.mskobr.ru,http://sch1331.mskobr.ru/report/,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы кадетская школа № 1785 «Таганский кадетский корпус»,kadci1785.mskobr.ru,http://kadci1785.mskobr.ru/files/%D0%9F%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%20%D0%93%D0%91%D0%9E%D0%A3%20%D0%9A%D0%A8%201785%202013-2014.pdf,2014,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2044,sch2044sv-new.mskobr.ru,http://sch2044sv-new.mskobr.ru/files/%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%20%D1%80%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8F%202014-2015%20%282%29.pdf,2015,,50,,,,,,71,,,,55,,,,48,,57,,51,,56,,48,,51,,,,
Государственное бюджетное образовательное учреждение города Москвы кадетская школа-интернат № 6 «Московский Георгиевский кадетский корпус»,kdsch6sv.mskobr.ru,http://kdsch6sv.mskobr.ru/files/samoobsledovanie_2014-2015_uchebnyj_god1.pdf,2015,,58,,,,,,,,72,,59,,,,54,,,,44,,,,,,46,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 374»,sch374.mskobr.ru,http://sch374.mskobr.ru/files/%20%D0%BE%D1%82%D1%87%D0%B5%D1%82%202014-2015.pptx,2015,,,,,,,,62,,43,,49,,53,,38,,,,28,,,,40,,46,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 399»,sch399.mskobr.ru,http://sch399.mskobr.ru/files/pub_2014-15.doc,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 400,sch400v.mskobr.ru,http://sch400v.mskobr.ru/files/%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%20%D1%80%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8F%202014-2015%281%29.pdf,2015,,78,,,,,,,,,,61.7,,51,,56,,52,,,,51.7,,49.8,,47.7,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 609,sch609zg.mskobr.ru,http://sch609zg.mskobr.ru/files/%20%20%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%202015.pdf,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 423»,sch423.mskobr.ru,http://sch423.mskobr.ru/files/publichnyj_otchet_2015.docx,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 719,schzg719.mskobr.ru,http://schzg719.mskobr.ru/files/Publ_ot_2014-2015.pdf,2015,,77,,,,,,74,,61,,55,,61,,51,,52,,47,,57,,46,,51,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 448,sch448.mskobr.ru,http://sch448.mskobr.ru/files/Main_page/Public_doklad/Public_doklad_2015.pdf,2015,,,,,,,,66,,,,53,,67,,41,,,,53.4,,59,,48,,66,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 633,sch633v.mskobr.ru,http://sch633v.mskobr.ru/files/publichnyj_otchet_shkoly_6331.pdf,2015,,73,,,,,,65,,,,50,,,,49,,,,33,,,,32,,44,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 664,sch664.mskobr.ru,http://sch664.mskobr.ru/files/publichnyj_doklad_2015.pdf,2015,,49,,,,,,72,,,,61,,56,,56,,48,,53,,58,,53,,61,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1073,sch1073u.mskobr.ru,http://sch1073u.mskobr.ru/files/pokazatelisamoanaliza_1_za_37_2020142015g_37_20_2_1.xlsx,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1021,sch1021v.mskobr.ru,http://sch1021v.mskobr.ru/files/%D0%9F%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4.doc,2014,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1076,sch1076.mskobr.ru,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1947»,schv1947.mskobr.ru,http://schv1947.mskobr.ru/files/%20%D0%BE%D1%82%D1%87%D0%B5%D1%82%202015%20%D0%BD%D0%BE%D0%B2%D1%8B%D0%B9.pdf,2015,,74,,,,,,67,,,,55,,54,,60,,52,,46,,66,,56,,54,,,,
Государственное бюджетное образовательное учреждение города Москвы центр образования № 1602,cov1602.mskobr.ru,http://cov1602.mskobr.ru/files/%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%202014-20145.pdf,2015,,67,,,,,,65,,65,,54,,63,,53,,40,,42,,71,,58,,48,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением экологии № 446»,schvu446.mskobr.ru,http://schvu446.mskobr.ru/files/publichnyj_doklad_-_20151.pdf,2015,,56,,,,,,63,,52,,50,,68,,42,,37,,48,,49,,58,,50,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 158,sch158s.mskobr.ru,http://sch158s.mskobr.ru/files/publichnyj_doklad_20151.pdf,2015,,,,,,,,67,,69,,50,,66,,,,,,43,,55,,,,50,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 216,schs216.mskobr.ru,http://schs216.mskobr.ru/report/,2015,,65,,,,,,57,,,,47.1,,34,,51,,54,,35.9,,,,55,,39.4,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1125»,sch1125s.mskobr.ru,http://sch1125s.mskobr.ru/files/%20%D1%81%D0%B0%D0%BC%D0%BE%D0%BE%D0%B1%D1%81%D0%BB%D0%B5%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%202015%2031%20%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82%D0%B0%281%29.pdf,2015,,81,,,,,,68,,73,,57,,,,62,,60,,48,,87,,60,,58,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1164»,sch1164.mskobr.ru,http://sch1164.mskobr.ru/files/%20%D0%BE%D1%82%D1%87%D0%B5%D1%82%282%29.pdf,2015,,61,,,,,,66,,47,,42,,48,,55,,55,,38,,68,,61,,42,,,,
Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Политехнический техникум № 2,pk02.mskobr.ru,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2053,sch2053.mskobr.ru,http://sch2053.mskobr.ru/files/publichnyj_otchet_2014-20151.pdf,2015,,53,,,,,,62,,64,,42,,,,46,,40,,37,,52,,47,,46,,,,
Государственное бюджетное образовательное учреждение города Москвы специальная (коррекционная) общеобразовательная школа-интернат VII вида № 73,schiu73.mskobr.ru,http://schiu73.mskobr.ru/files/files/%D0%9F%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%20%D0%B7%D0%B0%202014-2015%20%D1%83%D1%87%D0%B5%D0%B1%D0%BD%D1%8B%D0%B9%20%D0%B3%D0%BE%D0%B4.pdf,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2051 «Педагогический комплекс»,sch2051uv-new.mskobr.ru,http://sch2051uv-new.mskobr.ru/report/,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 998»,sch998u.mskobr.ru,http://sch998u.mskobr.ru/files/%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%202013-2014%20%D0%B4%D0%BB%D1%8F%20%D0%9E%D0%BB%D0%B8%20%281%29.pdf,2014,,60.7,,,,,,61.3,,,,46.3,,43.3,,38,,,,32,,44,,57.5,,44.8,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 356 имени Н.З. Коляды»,sch356.mskobr.ru,http://sch356.mskobr.ru/files/publichnyj_otchet_2015.pdf,2015,,68,,,,,,46,,,,56,,52,,57,,42,,44,,62,,47,,50,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1005 «Алые паруса»,sch1005sz.mskobr.ru,http://sch1005sz.mskobr.ru/files/publichnyj_doklad_direktora_kuznecovoj_n.pdf,2015,,50,,,,,,68,,,,59,,,,47,,51,,42,,44,,62,,48,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением экологии № 390 имени генерала П.И. Батова»,sch390.mskobr.ru,http://sch390.mskobr.ru/files/%20%D0%9F%D1%80%D0%BE%D0%BD%D0%B8%D0%BD%D0%B0%20%D0%A2.%D0%90.%281%29%281%29.pdf,2015,,54,,,,,,62,,63,,48,,,,48,,33,,42,,48,,42,,53,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 514,sch514u.mskobr.ru,http://sch514u.mskobr.ru/report/,2015,,42,,,,,,,,,,52,,,,48,,51,,,,43,,49,,44,,,,
Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Политехнический техникум № 13 имени П.А. Овчинникова,spo-13.mskobr.ru,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1429 имени Героя Советского Союза Н.А.Боброва,sch1429c.mskobr.ru,http://sch1429c.mskobr.ru/report/,2015,,42,,,,,,,,,,52,,,,48,,,,,,43,,49,,44,,,,
Государственное бюджетное образовательное учреждение города Москвы гимназия № 1476,gym1476.mskobr.ru,http://gym1476.mskobr.ru/files/%2B%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%2B2014-2015.pdf,2015,,64.5,,,,,,69,,,,50,,,,46,,51,,47,,66,,51,,55,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1989 «Центр образования»,sch1989uv.mskobr.ru,http://sch1989uv.mskobr.ru/files/Publichnyj_otchet_direktora_za_2014_2015.pdf,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1321 «Ковчег»,sch1321uv.mskobr.ru,http://sch1321uv.mskobr.ru/files/%20%D0%BE%D1%82%D1%87%D0%B5%D1%82%2014-15_2.pdf,2015,,58.7,,,,,,71.6,,74.5,,57.7,,,,63,,83,,47.6,,83,,65.3,,66,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1393 «Школа РОСТ»,sch1393uv.mskobr.ru,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1436,sch1436.mskobr.ru,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1877 «Люблино»,sch1877uv.mskobr.ru,http://sch1877uv.mskobr.ru/files/publichnyj_doklad_2014-2015.pdf,2015,,60,,,,,,66,,,,56,,60,,,,48,,37,,48,,52,,49.5,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1460,sch1460uv.mskobr.ru,http://sch1460uv.mskobr.ru/files/%20%D0%BE%D1%82%D1%87%D0%B5%D1%82%20%2005.09.2014.pdf,2014,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2093 имени А.Н. Савельева,sch2093.mskobr.ru,http://sch2093.mskobr.ru/files/_%D0%BE%D1%82%D1%87%D0%B5%D1%822014-15%E2%84%962.pdf,2015,,65.4,,,,,,66,,,,57,,68,,49,,55.3,,41,,48,,47.7,,55.8,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы средняя общеобразовательная школа № 892,sch892.mskobr.ru,http://sch892.mskobr.ru/files/publichnyj_doklad.pdf,2015,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 384 имени Д.К. Корнеева»,sch384.mskobr.ru,http://sch384.mskobr.ru/report/,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1621 «Школа лидерства Лаудер Эц Хайм»,sch1621.mskobr.ru,http://sch1621.mskobr.ru/files/%20%D0%BE%D1%82%D1%87%D0%B5%D1%82%2014-15.pdf,2015,,72,,,,,,73.3,,,,63.3,,60,,74.5,,,,53,,,,30,,74,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1159,sch1159s.mskobr.ru,http://sch1159s.mskobr.ru/report/,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1784 «Кадетская школа»,sch1784s.mskobr.ru,http://sch1784s.mskobr.ru/files/publik-doklad2014-2015.docx,2015,,45,,,,,,61,,,,49,,50,,54,,40,,35,,,,,,36,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 668 имени Героя Советского Союза В.П. Кислякова,sch668s.mskobr.ru,http://sch668s.mskobr.ru/files/00/publ_doc%2014-15.pdf,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 868,sch868.mskobr.ru,http://sch868.mskobr.ru/files/%20%D0%BE%D1%82%D1%87%D0%B5%D1%82%20%D0%B7%D0%B0%2020142015%20%D1%83%D1%87%D0%B5%D0%B1%D0%BD%D1%8B%D0%B9%20%D0%B3%D0%BE%D0%B4%281%29.docx,2015,,44,,,,,,67,,,,55,,,,42,,52,,56,,55,,56,,67,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 939,sch939u.mskobr.ru,http://sch939u.mskobr.ru/report/,2015,,59,,,,,,67,,69,,46,,,,45,,59,,40,,68,,78,,49,,,,
