LegalAddress,FullName,ShortName
"125252, г. Москва, Ходынский бульв. д.7",Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1409»,ГБОУ гимназия № 1409
"117546, г. Москва, Харьковский пр., д.9Б",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2001»,ГБОУ школа № 2001
"109153, г. Москва, ул. Маршала Полубоярова, дом 12",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1909 имени Героя Советского Союза А.К. Новикова»,ГБОУ школа № 1909 имени Героя Советского Союза А.К. Новикова
"117418, г. Москва, ул. Новочеремушкинская, д. 48",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 19»,ГБОУ школа № 19
"125009, г. Москва, Леонтьевский пер., д.19/2, стр.1",Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1520 имени Капцовых»,ГБОУ гимназия № 1520 им. Капцовых
"117036, г. Москва, улица Дмитрия Ульянова, дом 26",Государственное бюджетное профессиональное образовательное учреждение города Москвы «Образовательный комплекс «Юго-Запад»,ГБПОУ ОК «Юго-Запад»
"119034, г. Москва, 2-й Обыденский пер., д.9",Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1529 имени А.С.Грибоедова»,ГБОУ гимназия № 1529
"117623, г. Москва, ул. Джанкойская, д.7",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением экономики и информатики № 1355»,ГБОУ школа № 1355
"115612, г. Москва, ул.Ключевая, д.6, корп.2",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 867»,ГБОУ школа № 867
"115211, Москва, ул. Борисовские пруды, д.12, корп. 3.",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1998 «Лукоморье»,ГБОУ Школа № 1998
"121352, г. Москва, ул.Давыдковская, д.2, корп.6",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 1248»,ГБОУ школа № 1248
"125635, г. Москва, ул.Ангарская, д.22А",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2098 «Многопрофильный образовательный центр» имени Героя Советского Союза Л.М. Доватора»,ГБОУ школа № 2098 имени Героя Советского Союза Л.М. Доватора
"125212, г. Москва, Ленинградское шоссе, д. 27",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1250»,ГБОУ школа № 1250
"123154, г. Москва, ул. Народного Ополчения, д. 27, корп. 2",Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1515»,ГБОУ гимназия № 1515
"119634, г. Москва, ул.Шолохова, д.19",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1432»,ГБОУ школа № 1432
"115407, г. Москва, ул.Затонная, д.7, корп.3",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 492»,ГБОУ школа № 492
"119311, г.Москва, ул.Крупской, д.12",Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1514»,ГБОУ гимназия № 1514
"117639, г. Москва, Балаклавский пр-т, д.6А",Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1580 при МГТУ имени Н.Э.Баумана»,ГБОУ лицей № 1580
"111675, г. Москва, ул. Татьяны Макаровой, дом 2",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2036»,ГБОУ школа № 2036
"123423, г. Москва, ул. Тухачевского, д. 17, корп. 3",Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1560»,ГБОУ лицей № 1560
"109559, г. Москва, Тихорецкий бульвар, д. 8А",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 572 «Возможности»,ГБОУ школа № 572
"109004, г. Москва, Товарищеский пер., д. 21",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1270»,ГБОУ Школа № 1270
"105568, г. Москва, улица Чечулина, д. 28",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранных языков № 1373»,ГБОУ школа № 1373
"127543, г. Москва, Белозерская улица, дом 15",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1413»,ГБОУ школа № 1413
"105215, г. Москва, ул. 13-я Парковая, д. 33",Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1563»,ГБОУ гимназия № 1563
"111674, г. Москва, ул.Вольская 1-я, д.22, корп.2",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 1366»,ГБОУ школа № 1366
"115035, г. Москва, 1-й Кадашевский пер., дом 3, строение 1",Государственное бюджетное общеобразовательное учреждение города Москвы «Многопрофильный лицей № 1799»,ГБОУ Многопрофильный лицей № 1799
"123458, г. Москва, ул. Таллинская, д. 20, корп. 4",Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1619 имени М.И. Цветаевой»,ГБОУ гимназия № 1619
"125363, г. Москва, улица Фабрициуса, дом 26",Государственное бюджетное профессиональное образовательное учреждение города Москвы «Колледж полиции»,ГБПОУ «Колледж полиции»
"125171, г. Москва, ул. Зои и Александра Космодемьянских, д. 4а",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 717»,ГБОУ школа № 717
"124365, г. Москва, Зеленоград, корп. 2031",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2045»,ГБОУ школа № 2045
"115569, г. Москва, ул.Маршала Захарова, д.25, корп.2",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 937 имени Героя Российской Федерации А.В. Перова»,ГБОУ школа № 937
"124575, г. Москва, Зеленоград, корп. 913А",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 853»,ГБОУ школа № 853
"111675, г. Москва, ул. Медведева, дом 6",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2026»,ГБОУ школа № 2026
"107258, г. Москва, б-р Рокоссовского маршала, д. 34/2",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением экологии № 390 имени генерала П.И. Батова»,ГБОУ школа № 390 имени генерала П.И. Батова
"107061, г. Москва, улица 2-я Пугачевская, дом 6А",Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1505 «Московская городская педагогическая гимназия-лаборатория»,ГБОУ гимназия № 1505
"109518, г. Москва, Волжский бульвар, д. 6, корпус 3",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2088 «Грайвороново»,ГБОУ школа № 2088
"117209, г. Москва, ул. Перекопская д.7, корп.3",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 554»,ГБОУ школа № 554
"125319, г. Москва, ул.8 Марта, д.17",Государственное бюджетное общеобразовательное учреждение города Москвы «Инженерно-техническая школа имени дважды Героя Советского Союза П.Р. Поповича»,ГБОУ Инженерно-техническая школа
"109559, г. Москва, Белореченская ул., д.11",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 460 имени дважды Героя Советского Союза А.А. Головачёва»,ГБОУ школа № 460
"124460, г. Москва, Зеленоград, корп. 1214",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 718»,ГБОУ школа № 718
"107078, г. Москва, улица Новая Басманная, д. 4-6, стр. 4",Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1589»,ГБОУ лицей № 1589
"115516, г. Москва, ул.Севанская, д.13, корп.2",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 868»,ГБОУ школа № 868
"109125, г. Москва, ул. Васильцовский стан, д 6.",Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1367»,ГБОУ лицей № 1367
"121609, г. Москва, ул.Осенняя, д.8, корп.1 и 3",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1130»,ГБОУ школа № 1130
"109444, г. Москва, ул. Ташкентская, д. 21, к.2",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа лицей № 1420»,ГБОУ школа лицей № 1420
"129345, г. Москва, улица Тайнинская, дом 15, корпус 3",Государственное бюджетное общеобразовательное учреждение города Москвы «Многопрофильная школа № 1955»,ГБОУ школа № 1955
"119607, г. Москва, Мичуринский проспект, д. 23",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1498 «Московская Международная Школа»,ГБОУ школа № 1498
"117593, г. Москва, Литовский бульвар, дом 17, корпус 4",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1103 имени Героя Российской Федерации А.В. Соломатина»,ГБОУ школа № 1103
"127549, г. Москва, ул.Мурановская, д.4А",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранных языков № 1412»,ГБОУ школа № 1412
"117485, г. Москва, Профсоюзная ул., дом 96 Б",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 170 имени А.П.Чехова»,ГБОУ школа № 170
"115533, г. Москва, Нагатинская наб., д.24",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1375»,ГБОУ школа № 1375
"115162, г. Москва, ул. Мытная, дом 50, корп. 3",Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1451»,ГБОУ лицей № 1451
"117036, г. Москва, ул.Дм.Ульянова, д.15, корп.1",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 199»,ГБОУ школа № 199
"119454, г. Москва, ул.Лобачевского, д.54",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 324 «Жар-птица»,ГБОУ школа № 324
"117321, г. Москва, ул. Профсоюзная, дом 132, корп.9",Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1507»,ГБОУ гимназия № 1507
"107589, г. Москва, ул. Хабаровская, д. 18А",Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1598»,ГБОУ лицей № 1598
"121471, г. Москва, ул.Гвардейская, д.15, корпус 2",Государственное бюджетное профессиональное образовательное учреждение города Москвы «Западный комплекс непрерывного образования»,ГБПОУ ЗКНО
"109451, г. Москва, Перервинский бульвар, дом 10, к. 2",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1357 «Многопрофильный комплекс «Братиславский»,ГБОУ школа № 1357
"117570, г. Москва, Днепропетровская ул., д.33А",Государственное бюджетное общеобразовательное учреждение города Москвы средняя общеобразовательная школа № 556,ГБОУ СОШ № 556
"123098, г. Москва, ул. Маршала Новикова, д. 13",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1874»,ГБОУ школа № 1874
"117587, г. Москва, ул. Кировоградская, дом 18, корп. 4",Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1582»,ГБОУ гимназия № 1582
"111673, г. Москва, Суздальская ул, 24 Б",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1200»,ГБОУ школа № 1200
"103055, г. Москва, Новослободская ул., д.57, стр.1",Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1540»,ГБОУ гимназия № 1540
"105043, г. Москва, ул. Первомайская, д.59, строение 1",Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1290»,ГБОУ гимназия № 1290
"117534, г. Москва, Чертановская ул., д.62А",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 932»,ГБОУ школа № 932
"125363, г. Москва, ул. Штурвальная, д. 7, корп. 2",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1056»,ГБОУ школа № 1056
"125008, г. Москва, ул. Михалковская, д. 22",Государственное бюджетное образовательное учреждение дополнительного образования города Москвы «Центр творческого развития и музыкально-эстетического образования детей и юношества «Радость»,ГБОУ ДО ЦТР и МЭО «Радость»
"129085, г. Москва, проспект Мира, д. 87",Государственное автономное общеобразовательное учреждение города Москвы «Гимназия № 1518»,ГАОУ «Гимназия № 1518»
"117321, г. Москва, ул. Профсоюзная, д. 154, корпус 7",Государственное бюджетное профессиональное образовательное учреждение города Москвы «Образовательный комплекс градостроительства «Столица»,ГБПОУ ОКГ «Столица»
"127411, г. Москва, ул. Софьи Ковалевской, д. 8 &quot;А&quot",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 771»,ГБОУ школа № 771
"117405, г. Москва, Варшавское ш., д.156Б",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 629»,ГБОУ школа № 629
"125319, г. Москва, ул. 1-ая Аэропортовская, д. 1",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 152»,ГБОУ школа № 152
"115597, г. Москва, ул.Воронежская, д.46, корп.3",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 949»,ГБОУ школа № 949
"117036, г. Москва, ул.Кедрова, д.11",Государственное бюджетное общеобразовательное учреждение города Москвы «Академическая гимназия № 1534»,ГБОУ гимназия № 1534
"109387, г. Москва, ул. Краснодонская д.2, кор.4",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с этнокультурным русским компонентом образования № 1148 имени Ф.М.Достоевского»,ГБОУ школа № 1148
"109263, г. Москва, Волжский б-р, д.52/29",Государственное бюджетное общеобразовательное учреждение города Москвы «Кадетская школа - интернат № 9 «Московский пансион государственных воспитанниц»,ГБОУ КШИ № 9
"123592, г. Москва, Строгинский бульвар, дом 7, корпус 3",Государственное бюджетное образовательное учреждение дополнительного образования города Москвы «Центр детского творчества «Строгино»,ГБОУ ДО ЦДТ «Строгино»
"115573, г. Москва, Ореховый пр., д.17, корп.2",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 534»,ГБОУ школа № 534
"117513, г. Москва, Ленинский пр-т, дом 125, корп.4",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 51»,ГБОУ школа № 51
"121552, г. Москва, ул.Оршанская, д.10, корп.1",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранного языка № 1293»,ГБОУ школа № 1293
"129336, г. Москва, ул. Стартовая, д. 27, корп. 3",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 763»,ГБОУ школа № 763
"107143, г. Москва, ул. Вербная, д. 4, стр. 1",Государственное бюджетное профессиональное образовательное учреждение города Москвы «Технологический колледж № 21»,ГБПОУ ТК № 21
"117405, г. Москва, ул. Газопровод, д.4",Государственное бюджетное образовательное учреждение дополнительного образования города Москвы «Детско-юношеский центр «Виктория»,ГБОУ ДО ДЮЦ «Виктория»
"125480, г. Москва, ул. Героев Панфиловцев, д. 15",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением французского языка № 1286»,ГБОУ школа № 1286
"115211, г. Москва, ул.Борисовские пруды, д.11, корп.1",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2017»,ГБОУ школа № 2017
"105173, г. Москва, пос. Акулово, д. 43А",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 448»,ГБОУ «Школа № 448»
"115569, г. Москва, Шипиловский пр-д, д.37, корп.2",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 878»,ГБОУ школа № 878
"127422, г. Москва, улица Тимирязевская, дом 14 &quot;А&quot",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1454 «Центр образования Тимирязевский»,ГБОУ школа № 1454 «Центр образования Тимирязевский»
"111024, г. Москва, Авиамоторная ул, д.42",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1228»,ГБОУ школа № 1228
"115054, г. Москва, ул.Дубининская, д.25, стр.1",Государственное бюджетное профессиональное образовательное учреждение города Москвы «Колледж малого бизнеса № 4»,ГБПОУ КМБ № 4
"115404, г. Москва, ул.Бирюлевская, д.28",Государственное бюджетное профессиональное образовательное учреждение города Москвы «Педагогический колледж № 15»,ГБПОУ ПК № 15
"127349, г. Москва, улица Лескова, д.7",Государственное бюджетное образовательное учреждение дополнительного образования города Москвы «Центр детского и юношеского творчества «Бибирево»,ГБОУ ДО ЦДЮТ «Бибирево»
"115432, г. Москва, 2-й Южнопортовый пр., д.11, стр.1",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2129» имени Героя Советского Союза П.И. Романова,ГБОУ школа № 2129
"117535, г. Москва, улица Дорожная, дом 22А",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2113»,ГБОУ школа № 2113
"124482, г. Москва, Зеленоград, корп. 142",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 842»,ГБОУ «Школа № 842»
"109518, г. Москва, Саратовская ул., д. 19 стр. 1",Государственное бюджетное общеобразовательное учреждение города Москвы «Специальная (коррекционная) школа-интернат № 65»,ГБОУ Школа № 65
"109029, г. Москва, Большая Калитниковская улица, дом 42/5",Государственное бюджетное образовательное учреждение города Москвы кадетская школа № 1785 «Таганский кадетский корпус»,ГБОУ кадетская школа № 1785 «Таганский кадетский корпус»
"119331, г. Москва, ул. Крупской, д.9",Государственное бюджетное общеобразовательное учреждение города Москвы «Специальная (коррекционная) школа № 1708»,ГБОУ школа № 1708
"119334, г. Москва, ул. Косыгина, д. 17",Государственное бюджетное профессиональное образовательное учреждение города Москвы «Воробьевы горы»,ГБПОУ «Воробьевы горы»
"125464, г. Москва, Новотушинский проезд, д. 8, корп. 2",Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1538»,ГБОУ гимназия № 1538
"107078, г. Москва, Новорязанская ул., д. 14, стр. 1",Государственное бюджетное профессиональное образовательное учреждение города Москвы колледж легкой промышленности,ГБПОУ колледж легкой промышленности
"117042, г. Москва, ул. Горчакова, д. 9, корп. 1",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением физики и математики № 2007»,ГБОУ Физматшкола № 2007
"129515, г. Москва, Останкинская 1-я ул., д. 29",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1415»,ГБОУ Школа № 1415
"115114, г. Москва, Дербеневская набережная, д. 3",Государственное бюджетное профессиональное образовательное учреждение города Москвы «Московский технологический колледж»,ГБПОУ МТК
"111250, г. Москва, Красноказарменная ул. , д. 11",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 417»,ГБОУ школа № 417
"127422, г. Москва, Тимирязевская улица, дом 36",Государственное автономное образовательное учреждение высшего образования города Москвы «Московский институт открытого образования»,ГАОУ ВО МИОО
"109380, г. Москва, ул. Степана Шутова, д. 8, кор. 3",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 913 имени Героя Советского Союза С.Ф. Шутова»,ГБОУ школа № 913
"127081, г. Москва, Ясный пр., д.21",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 285 имени В.А. Молодцова»,ГБОУ школа № 285
"117463, г. Москва, пр.Карамзина, д.13, корп.3",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1106»,ГБОУ школа № 1106
"1050203, г. Москва, улица Первомайская, дом 111",Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1811 «Восточное Измайлово»»,ГБОУ Гимназия № 1811 «Восточное Измайлово»
"111558, г. Москва, Зеленый пр-кт, д. 75 стр. 1",Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1798 «Феникс»,ГБОУ гимназия № 1798 «Феникс»
"109383, г. Москва, ул. Полбина, д. 72, стр. 1",Государственное автономное профессиональное образовательное учреждение города Москвы «Московский образовательный комплекс имени Виктора Талалихина»,ГАПОУ МОК им. В. Талалихина
"127220, г. Москва, ул. Нижняя Масловка, д. 16",Государственное бюджетное общеобразовательное учреждение города Москвы «Центр образования № 1601 имени Героя Советского Союза Е.К. Лютикова»,ГБОУ ЦО № 1601 им. Героя Советского Союза Е.К. Лютикова
"109431, г. Москва, ул. Авиаконструктора Миля, дом 18, корпус 2",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1935»,ГБОУ школа № 1935
"119048, г. Москва, ул.Усачева, д.50",Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1535»,ГБОУ лицей № 1535
"127549, г. Москва, ул. Костромская, дом 14, корпус 1",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1370»,ГБОУ Школа № 1370
"121170, г. Москва, Кутузовский пр., д.10, стр.1",Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1567»,ГБОУ гимназия № 1567
"123007, г. Москва, Хорошевское шоссе, дом 3",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранных языков № 1288 имени Героя Советского Союза Н.В. Троян»,ГБОУ школа № 1288
"115419, г. Москва, ул. Шаболовка д.44",Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы киноколледж №40 «Московская международная киношкола»,ГБОУ СПО киноколледж №40 «Московская международная киношкола»
"109377, город Москва, ул. 1-я Новокузьминская, д. 21",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2090»,ГБОУ Школа № 2090
"109004, г. Москва, Воронцовская ул., д.6А, стр.1",Государственное бюджетное образовательное учреждение города Москвы дополнительного профессионального образования (повышения квалификации) специалистов Городской методический центр Департамента образования города Москвы,ГБОУ ГМЦ ДОгМ
"109129, г. Москва, ул. Юных Ленинцев, д. 35, корп. 2",Государственное бюджетное общеобразовательное учреждение города Москвы «Центр образования № 654 имени А.Д. Фридмана»,ГБОУ «ЦО № 654 имени А.Д. Фридмана»
"115419, г. Москва, 2-й Верхний Михайловский пр., д.9-а",Государственное автономное образовательное учреждение дополнительного профессионального образования города Москвы «Московский центр качества образования»,ГАОУ ДПО МЦКО
"123557, г. Москва, ул.Пресненский Вал, д.15, стр.1",Государственное бюджетное профессиональное образовательное учреждение города Москвы «Московский колледж бизнес-технологий»,ГБПОУ КБТ
"121069, г. Москва, Большая Молчановка, д. 26-28",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 1234»,ГБОУ школа № 1234
"119121, г. Москва, ул.Тимура Фрунзе, д.28",Государственное бюджетное профессиональное образовательное учреждение города Москвы «Политехнический техникум № 2»,ГБПОУ ПТ № 2
"105264, г. Москва, Измайловский бульвар, дом 7, строение 1",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2094»,ГБОУ школа № 2094
"107258, г. Москва, ул. 3-я Гражданская, д.64",Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1797 «Богородская»,ГБОУ гимназия № 1797 «Богородская»
"111396, г. Москва, Федеративный просп., д.27",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1324»,ГБОУ школа № 1324
"117418, г. Москва, ул. Цюрупы, д. 10, кор.3",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2115»,ГБОУ школа № 2115
"121357, г. Москва, ул. Кременчугская д. 13",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа-интернат «Интеллектуал»,ГБОУ «Школа-интернат «Интеллектуал»
"121002, г. Москва, Сивцев Вражек пер., д.18",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1331 «Молодая Иверия»,ГБОУ школа № 1331
"129128, г. Москва, ул. Ростокинская, д. 3",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1499 имени Героя Советского Союза Ивана Архиповича Докукина»,ГБОУ Школа № 1499
"105037, г. Москва, ул. 1-я Парковая, д. 12",Государственное бюджетное профессиональное образовательное учреждение города Москвы «Колледж автоматизации и информационных технологий № 20»,ГБПОУ КАИТ № 20
"125040, г. Москва, 5-я улица Ямского поля, д. 28/32",Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1570»,ГБОУ гимназия № 1570
"129327, Москва, Чукотский проезд д. 6",Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1558 имени Росалии де Кастро»,ГБОУ гимназия № 1558 имени Росалии де Кастро
"121096, г. Москва, ул. Кастанаевская, д.10",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 590»,ГБОУ школа № 590
"127474, г. Москва, Бескудниковский бульвар, д. 29",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 656 имени А.С. Макаренко»,ГБОУ школа № 656 имени А.С. Макаренко
"107564, г. Москва, Миллионная ул., д.5, корп.1",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 374»,ГБОУ школа № 374
"123056, г. Москва, Большой Кондратьевский переулок, дом 3",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1240 «Мультипрофильный образовательный комплекс «Пресненский»,ГБОУ Школа № 1240
"129110, г. Москва, Глинистый пер., д.7, стр.1",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1297»,ГБОУ школа № 1297
"111396, г. Москва, Союзный проспект, д.2",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2093 им. А.Н. Савельева»,ГБОУ школа № 2093
